0.023	35.071	0.18685
0.015	34.38	0.21735
0.0321	35.87	0.17374
0.0643	37.176	0.16601
0.032	35.827	0.1931
0.0209	34.703	0.19423
0.0219	34.849	0.18839
0.032	35.588	0.17345
0.0151	34.526	0.21368
0.0192	34.492	0.19709
0.0266	35.323	0.17772
0.0377	35.795	0.29411
0.0247	34.914	0.18162
0.0242	35.189	0.18017
0.0366	35.971	0.16896
0.0229	35.139	0.18302
0.0312	35.883	0.17376
0.015	34.111	0.21339
0.0341	35.77	0.17757
0.0251	34.948	0.17922
0.0189	34.375	0.20957
0.029802	35.471	0.12223
0.032134	35.378	0.12751
0.027569	35.475	0.12812
0.046967	36.494	0.11031
0.018315	34.372	0.16046
0.080048	37.686	0.10197
0.024185	35.052	0.13337
0.015027	33.95	0.17812
0.028396	35.548	0.1252
0.044977	36.55	0.10834
0.032912	35.968	0.11811
0.07535	37.58	0.10227
0.020375	34.656	0.1456
0.022971	35.134	0.13564
0.026809	35.26	0.12788
0.017931	34.35	0.15541
0.048392	36.686	0.11922
0.056683	36.964	0.11007
0.063864	37.316	0.11961
0.14629	39.559	0.12025
0.12928	38.918	0.1344
0.10272	38.487	0.11989
0.2425	40.13	0.15092
0.29841	41.062	0.21582
0.043719	36.387	0.12721
0.11304	38.551	0.11924
0.25648	40.611	0.15629
0.29559	41.137	0.21506
0.38036	41.657	0.21791
0.14567	39.057	0.12575
0.27345	40.727	0.16367
0.29752	40.772	0.20519
0.37897	41.581	0.19709
0.38042	41.272	0.19856
0.30176	41.494	0.24676
0.34835	41.308	0.21777
0.085689	37.997	0.11637
0.26059	40.523	0.1416
0.21554	40.297	0.14021
0.11763	38.579	0.11361
0.18222	39.594	0.11933
0.35751	41.329	0.20259
0.14179	39.274	0.11952
0.26053	40.808	0.14828
0.23278	40.205	0.15179
0.15186	39.156	0.11385
0.093909	38.173	0.11795
0.28662	41.038	0.1338
0.19432	39.962	0.12637
0.14703	39.304	0.11166
0.21159	40.56	0.15932
0.18012	39.639	0.11556
0.26349	40.767	0.12729
0.19215	40.039	0.12109
0.3388	41.305	0.17091
0.11728	38.746	0.1137
0.1424	39.116	0.11366
0.16086	39.319	0.11864
0.28842	40.843	0.1496
0.12283	38.8	0.12107
0.26365	40.548	0.13982
0.12647	38.71	0.1192
0.17274	39.503	0.11346
0.1638	39.395	0.11313
0.24951	40.781	0.13232
0.25774	40.651	0.13589
0.10671	38.637	0.11762
0.15989	39.351	0.11475
0.20498	40.025	0.12353
0.24438	40.202	0.12431
0.24851	40.272	0.12565
0.22853	40.254	0.12201
0.085855	37.952	0.11259
0.061836	37.131	0.11568
0.27785	40.838	0.16899
0.27544	40.743	0.14294
0.15525	39.317	0.11542
0.33051	41.228	0.15672
0.36193	41.384	0.16644
0.33063	41.052	0.1527
0.14462	39.291	0.11273
0.38929	41.603	0.20087
0.17391	39.532	0.12897
0.30031	40.847	0.1515
0.11635	38.746	0.1123
0.21859	40.199	0.11711
0.11967	38.756	0.11074
0.15463	39.324	0.11205
0.40832	41.84	0.20637
0.1776	40.071	0.12481
0.25067	40.746	0.12097
0.25174	40.542	0.11844
0.3916	41.509	0.17156
0.12873	38.864	0.10951
0.3996	41.729	0.20513
0.30949	41.018	0.13496
0.17063	39.475	0.11638
0.27892	40.768	0.13016
0.30858	40.908	0.17765
0.18581	39.824	0.12067
0.06644	37.372	0.11758
0.31643	41.395	0.19287
0.2575	40.594	0.13139
0.29878	41.029	0.15454
0.27043	40.669	0.14548
0.27945	40.501	0.13872
0.29247	40.919	0.1414
0.18885	39.792	0.11974
0.26576	40.498	0.1248
0.12427	38.72	0.11113
0.18255	39.784	0.11408
0.31288	41.014	0.13951
0.30955	41.193	0.15401
0.089019	37.828	0.11743
0.40246	41.911	0.21128
0.20061	39.852	0.13287
0.3264	40.972	0.14439
0.21163	39.98	0.11524
0.17969	39.721	0.11698
0.093149	38.281	0.11445
0.3024	41.033	0.13491
0.10864	38.651	0.11949
0.085696	37.994	0.11797
0.20261	39.968	0.12881
0.19672	39.924	0.13498
0.12669	38.915	0.12394
0.21457	40.202	0.11699
0.32045	41.103	0.13438
0.21835	40.221	0.12442
0.18971	39.94	0.11968
0.092937	38.146	0.11895
0.37966	41.433	0.14722
0.21094	39.984	0.12082
0.3666	41.86	0.1984
0.42093	42.134	0.20232
0.25803	40.645	0.13711
0.18357	39.711	0.12378
0.21255	40.088	0.13158
0.36003	41.157	0.17505
0.39397	41.781	0.15071
0.11471	38.669	0.11337
0.14371	39.186	0.11631
0.25249	40.518	0.14505
0.3873	41.892	0.18643
0.34858	41.301	0.17737
0.25549	40.486	0.15097
0.21658	40.36	0.15248
0.43	41.319	0.35783
0.62	43.228	0.39034
0.57	42.489	0.38895
0.3	40.963	0.31487
0.38	42.063	0.32783
0.43	42.399	0.45833
0.24	40.742	0.40284
0.44	42.05	0.31979
0.5	42.363	0.31734
0.97	42.821	0.80521
0.479	42.352	0.35814
0.83	43.542	0.47105
0.416	42.424	0.55634
0.581	42.063	0.50503
0.45	41.832	0.4537
0.579	43.186	0.6433
0.32	41.245	0.421
0.657	42.975	0.65873
0.43	41.766	0.60833
0.472	41.969	0.51447
0.374	43.185	0.9232
0.18	40.19	0.44545
0.55	44.343	1.0068
0.592	44.152	0.71796
0.172	39.302	0.42971
0.526	41.956	0.51368
0.763	44.472	0.89816
0.58	43.305	0.51996
0.43	41.802	0.4588
0.45	42.271	0.58995
0.656	43.145	0.6272
0.495	42.119	0.44365
0.49	41.787	0.44648
0.57	42.671	0.47038
0.388	42.208	0.46502
0.45	42.402	0.50829
0.48	42.16	0.52142
0.615	42.543	0.55622
0.4	42.313	0.47759
0.655	42.315	0.49708
0.498	42.984	0.64241
0.465	41.825	0.60003
0.453	42.821	0.52491
0.425	41.202	0.48915
0.514	42.786	0.49374
0.423	41.566	0.24358
0.859	44.093	0.29697
0.936	43.307	0.70598
0.528	42.454	0.24429
0.978	43.5	0.29265
0.885	44.184	0.28623
0.815	44.074	0.72892
0.698	43.769	0.43348
0.568	42.709	0.28955
0.711	43.567	0.36673
0.3396	41.084	0.22653
0.3965	41.488	0.20237
0.812	43.654	0.37902
0.799	43.379	0.23317
0.882	43.375	0.58399
0.833	43.688	0.52091
0.874	43.295	0.38809
0.772	43.51	0.21883
0.178	39.455	0.23575
0.26	40.823	0.19985
0.186	39.712	0.18904
0.269	40.776	0.2564
0.215	40.378	0.19393
0.543	42.479	0.098141
0.75	43.243	0.13832
0.64	42.764	0.18881
0.43	42.184	0.14817
0.64	43.164	0.19375
0.497	42.325	0.16798
0.44	42.011	0.10748
0.355	41.342	0.20147
0.78	43.601	0.17132
0.54	42.425	0.11155
0.86	43.922	0.17241
0.468	42.549	0.16391
0.84	43.873	0.22235
0.96	43.613	0.27551
0.8218	43.815	0.21321
0.93	43.552	0.28992
0.451	41.797	0.14306
0.61	42.905	0.15625
0.83	44.051	0.20884
0.707	43.282	0.25625
0.415	41.877	0.14109
0.557	42.557	0.15746
0.791	43.577	0.20134
0.695	43.212	0.20545
0.633	43.05	0.16996
0.2486	40.611	0.15452
0.532	42.566	0.16665
0.331	41.078	0.1377
0.346	41.365	0.15221
0.961	44.264	0.34006
0.613	42.994	0.1651
0.3402	41.328	0.13555
0.983	44.157	0.435
0.71	43.022	0.18428
0.73	43.277	0.19489
0.47	42.135	0.15324
0.62	43.009	0.16956
0.521	42.18	0.161
0.369	41.634	0.15264
0.571	42.399	0.17422
0.604	42.527	0.15969
0.9271	43.94	0.28671
0.285	40.854	0.13659
0.2912	40.839	0.14662
0.548	42.296	0.18837
0.868	43.493	0.2461
0.496	42.215	0.15281
0.811	43.405	0.21062
0.756	43.814	0.19278
0.817	43.652	0.21029
0.752	43.302	0.20707
0.5516	42.303	0.14925
0.3578	41.435	0.1361
1.01	44.012	0.37567
0.741	43.717	0.22329
0.43	41.811	0.15108
0.526	42.4	0.16694
0.592	42.577	0.17239
0.905	43.639	0.25747
0.949	43.445	0.28463
0.4607	42.072	0.18126
0.3709	41.669	0.15483
0.8	43.714	0.21517
0.679	43.457	0.19597
0.5817	42.672	0.1598
0.55	42.276	0.1552
0.81	43.37	0.21269
0.95	43.977	0.29124
0.3373	41.294	0.13724
0.91	44.306	0.26724
0.263	40.635	0.13457
0.643	43.011	0.16637
0.691	43.089	0.25384
0.357	41.426	0.13772
0.721	43.176	0.18718
0.581	42.742	0.15546
0.6268	42.759	0.15723
0.818	43.393	0.26756
0.4627	42.042	0.14757
0.449	42.023	0.15706
0.688	43.054	0.16578
0.87	44.231	0.27882
0.5043	42.338	0.14958
0.591	43.209	0.30601
0.426	41.762	0.22492
0.329	41.34	0.26981
0.583	42.401	0.28648
0.519	43.072	0.31446
0.401	41.695	0.22931
0.205	39.904	0.21727
0.34	41.213	0.22819
0.436	41.88	0.21653
0.363	41.552	0.20817
0.436	41.926	0.22826
0.309	41.174	0.23582
0.342	41.385	0.21481
0.159	39.416	0.24263
0.332	41.255	0.2399
0.469	42.354	0.28315
0.239	40.259	0.20417
0.352	41.424	0.22419
0.612	42.814	0.28302
0.631	42.377	0.24497
0.645	42.817	0.23427
0.429	41.89	0.21547
0.497	42.076	0.22164
0.539	42.227	0.2418
0.561	42.872	0.30652
0.41	41.347	0.25698
0.412	41.424	0.31206
0.599	42.743	0.38217
0.619	43.056	0.24782
0.422	41.728	0.23071
0.54	42.511	0.28295
0.401	42.555	0.36989
0.218	40.075	0.22222
0.633	42.202	0.25988
0.383	41.642	0.25101
0.302	41.311	0.27235
0.34	41.08	0.23119
0.51	41.881	0.22676
0.421	42.136	0.322
0.399	41.488	0.29295
0.493	42.147	0.26396
0.687	42.996	0.28519
0.687	42.835	0.27254
0.495	42.249	0.23235
0.603	42.646	0.27863
0.421	42.18	0.23377
0.348	41.59	0.21743
0.213	40.109	0.22335
0.344	41.173	0.20977
0.271	40.532	0.21527
0.564	42.373	0.29202
0.274	40.725	0.20867
0.181	39.683	0.22709
0.582	43.164	0.32521
0.68	42.904	0.29095
0.401	41.936	0.33284
0.416	41.558	0.30325
0.286	41.211	0.25814
0.562	43.051	0.33322
0.266	40.391	0.25023
0.314	41.232	0.24236
0.581	43.669	0.39124
0.463	41.948	0.26646
0.341	40.992	0.2245
0.631	42.882	0.23437
0.522	42.677	0.24715
0.368	41.468	0.20718
0.309	40.861	0.21486
0.528	42.37	0.30265
0.216	40.405	0.21521
0.284	40.835	0.20662
0.508	42.194	0.23177
0.781	43.437	0.32135
0.613	42.617	0.26021
0.278	40.566	0.19845
0.477	42.054	0.1836
0.95	43.638	0.29775
1.057	44.151	0.23858
0.816	43.691	0.45786
0.455	42.324	0.22963
1.02	44.363	0.22096
1.14	44.323	0.2287
0.854	43.608	0.22557
1.37	45.05	0.26275
0.975	44.334	0.21278
0.97	44.463	0.29145
0.74	43.288	0.1984
1.39	44.876	0.25063
0.46	42.148	0.2101
1.02	44.164	0.23234
1.12	44.514	0.22408
1.23	45.021	0.23503
1.19	44.363	0.24711
0.839	43.398	0.22212
1.01	44.912	0.33375
0.521	42.378	0.19933
0.475	42.105	0.25596
0.95	43.884	0.23585
1.3	45.016	0.24272
1.305	44.74	0.25954
0.216	40.556	0.2441
0.735	43.092	0.20058
1.14	44.197	0.3684
1.307	45.411	0.3147
1.265	44.944	0.23547
0.67	43.143	0.20965
0.64	42.924	0.28011
1.34	45.068	0.27502
0.84	43.514	0.2087
0.935	43.54	0.22762
0.953	44.274	0.95472
1.124	44.568	0.19726
0.552	42.511	0.10341
0.671	42.982	0.12055
0.511	42.374	0.089062
1.03	44.24	0.14125
1.192	44.459	0.20026
1.092	44.008	0.24651
0.974	43.834	0.17424
1.11	44.625	0.44783
1.35	44.827	0.18571
0.85	43.494	0.1718
1.241	44.582	0.47837
1.414	44.804	0.34618
1.188	44.608	0.50054
1.017	44.294	0.17105
1.315	44.971	0.18751
0.821	43.641	0.19401
1.215	45.247	0.56032
0.623	42.515	0.24143
